model,point_index,fpr,tpr,roc_auc
isolation_forest,0,0.0,0.0,0.9748828933333988
isolation_forest,1,0.0,0.028277634961439587,0.9748828933333988
isolation_forest,2,0.0,0.030848329048843187,0.9748828933333988
isolation_forest,3,0.019120458891013385,0.030848329048843187,0.9748828933333988
isolation_forest,4,0.019120458891013385,0.038560411311053984,0.9748828933333988
isolation_forest,5,0.019120458891013385,0.043701799485861184,0.9748828933333988
isolation_forest,6,0.019120458891013385,0.05141388174807198,0.9748828933333988
isolation_forest,7,0.0248565965583174,0.05141388174807198,0.9748828933333988
isolation_forest,8,0.0248565965583174,0.056555269922879174,0.9748828933333988
isolation_forest,9,0.0248565965583174,0.06940874035989718,0.9748828933333988
isolation_forest,10,0.0248565965583174,0.14138817480719795,0.9748828933333988
isolation_forest,11,0.0248565965583174,0.35218508997429304,0.9748828933333988
isolation_forest,12,0.0248565965583174,0.40616966580976865,0.9748828933333988
isolation_forest,13,0.0248565965583174,0.4138817480719794,0.9748828933333988
isolation_forest,14,0.0248565965583174,0.41645244215938304,0.9748828933333988
isolation_forest,15,0.0248565965583174,0.42159383033419023,0.9748828933333988
isolation_forest,16,0.0248565965583174,0.43444730077120824,0.9748828933333988
isolation_forest,17,0.0248565965583174,0.43958868894601544,0.9748828933333988
isolation_forest,18,0.0248565965583174,0.442159383033419,0.9748828933333988
isolation_forest,19,0.0248565965583174,0.5372750642673522,0.9748828933333988
isolation_forest,20,0.0248565965583174,0.5398457583547558,0.9748828933333988
isolation_forest,21,0.0248565965583174,0.5449871465295629,0.9748828933333988
isolation_forest,22,0.0248565965583174,0.5501285347043702,0.9748828933333988
isolation_forest,23,0.0248565965583174,0.5629820051413882,0.9748828933333988
isolation_forest,24,0.0248565965583174,0.5655526992287918,0.9748828933333988
isolation_forest,25,0.0248565965583174,0.570694087403599,0.9748828933333988
isolation_forest,26,0.0248565965583174,0.6555269922879178,0.9748828933333988
isolation_forest,27,0.0248565965583174,0.7660668380462725,0.9748828933333988
isolation_forest,28,0.0248565965583174,0.8174807197943444,0.9748828933333988
isolation_forest,29,0.02676864244741874,0.8174807197943444,0.9748828933333988
isolation_forest,30,0.02676864244741874,0.8534704370179949,0.9748828933333988
isolation_forest,31,0.030592734225621414,0.8534704370179949,0.9748828933333988
isolation_forest,32,0.030592734225621414,0.897172236503856,0.9748828933333988
isolation_forest,33,0.032504780114722756,0.897172236503856,0.9748828933333988
isolation_forest,34,0.032504780114722756,0.8997429305912596,0.9748828933333988
isolation_forest,35,0.032504780114722756,0.9125964010282777,0.9748828933333988
isolation_forest,36,0.032504780114722756,0.9177377892030848,0.9748828933333988
isolation_forest,37,0.032504780114722756,0.9203084832904884,0.9748828933333988
isolation_forest,38,0.032504780114722756,0.9305912596401028,0.9748828933333988
isolation_forest,39,0.032504780114722756,0.9331619537275064,0.9748828933333988
isolation_forest,40,0.032504780114722756,0.974293059125964,0.9748828933333988
isolation_forest,41,0.032504780114722756,0.9897172236503856,0.9748828933333988
