"scenario","run","seed","model","precision","recall","f1","accuracy","true_negatives","false_positives","false_negatives","true_positives","roc_auc","pr_auc","best_threshold","best_precision","best_recall","best_f1","best_true_negatives","best_false_positives","best_false_negatives","best_true_positives","label_source","evaluation_mode","train_samples"
"mostly-normal","1","1021","lof","0.275482093663912","1","0.431965442764579","0.692397660818713","492","263","0","100","0.999854304635762","0.999004504504505","1.44103297737451","1","0.99","0.994974874371859","755","0","1","99","traffic_ground_truth_ip_window","warmup_normal_baseline","173"
"mostly-normal","2","1022","ocsvm","0.359861591695502","1","0.529262086513995","0.78538283062645","573","185","0","104","0.999657499492592","0.997138698032785","11.755360551986","0.990476190476191","1","0.995215311004785","757","1","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","2","1022","ensemble_majority_vote","0.296296296296296","1","0.457142857142857","0.713457076566125","511","247","0","104","0.999492591840877","0.995892759829679","4.17280450495926","0.981132075471698","1","0.990476190476191","756","2","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","2","1022","lof","0.287292817679558","1","0.446351931330472","0.700696055684455","500","258","0","104","0.999099350517556","0.992938794403039","0.622632776105661","0.945454545454545","1","0.97196261682243","752","6","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","2","1022","isolation_forest_tuned","0.268041237113402","1","0.422764227642276","0.670533642691415","474","284","0","104","0.982519788918206","0.777356005484793","0.121153416577122","0.825396825396825","1","0.904347826086957","736","22","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","2","1022","isolation_forest","0.266666666666667","1","0.421052631578947","0.668213457076566","472","286","0","104","0.968236249238888","0.63657563401487","0.133926575331525","0.742857142857143","1","0.852459016393443","722","36","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","3","1023","ensemble_majority_vote","0.401639344262295","1","0.573099415204678","0.825358851674641","592","146","0","98","0.999834079973453","0.998680932763211","3.31153531111039","0.98989898989899","1","0.99492385786802","737","1","0","98","traffic_ground_truth_ip_window","warmup_normal_baseline","162"
"mostly-normal","3","1023","ocsvm","0.381322957198444","1","0.552112676056338","0.809808612440191","579","159","0","98","0.999834079973453","0.998680925288721","9.46414282011773","0.98989898989899","1","0.99492385786802","737","1","0","98","traffic_ground_truth_ip_window","warmup_normal_baseline","162"
"mostly-normal","3","1023","lof","0.376923076923077","1","0.547486033519553","0.80622009569378","576","162","0","98","0.998617333112107","0.990354409482503","0.78718552041026","0.968421052631579","0.938775510204082","0.953367875647668","735","3","6","92","traffic_ground_truth_ip_window","warmup_normal_baseline","162"
"mostly-normal","3","1023","isolation_forest","0.360294117647059","1","0.52972972972973","0.791866028708134","564","174","0","98","0.994344892428516","0.884414991299888","0.148129898067886","0.899082568807339","1","0.946859903381643","727","11","0","98","traffic_ground_truth_ip_window","warmup_normal_baseline","162"
"mostly-normal","3","1023","isolation_forest_tuned","0.346289752650177","1","0.514435695538058","0.778708133971292","553","185","0","98","0.995285105912284","0.892367096718429","0.128345035346749","0.933333333333333","1","0.96551724137931","731","7","0","98","traffic_ground_truth_ip_window","warmup_normal_baseline","162"
"mostly-normal","4","1024","ensemble_majority_vote","0.0958904109589041","1","0.175","0.700680272108844","295","132","0","14","1","1","3.78362949604158","1","1","1","427","0","0","14","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","4","1024","isolation_forest","0.0897435897435897","1","0.164705882352941","0.678004535147392","285","142","0","14","0.980930076948812","0.402135467598037","0.163385319380264","0.608695652173913","1","0.756756756756757","418","9","0","14","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","4","1024","lof","0.0869565217391304","1","0.16","0.666666666666667","280","147","0","14","0.994145199063232","0.830043859649123","0.388032264992099","0.736842105263158","1","0.848484848484848","422","5","0","14","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","4","1024","isolation_forest_tuned","0.0828402366863905","1","0.153005464480874","0.648526077097506","272","155","0","14","0.981766477082636","0.414748519024835","0.148364316009499","0.636363636363636","1","0.777777777777778","419","8","0","14","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","4","1024","ocsvm","0.0756756756756757","1","0.14070351758794","0.612244897959184","256","171","0","14","1","1","10.78059689063","1","1","1","427","0","0","14","traffic_ground_truth_ip_window","warmup_normal_baseline","182"
"mostly-normal","5","1025","lof","0.332268370607029","1","0.498800959232614","0.759770114942529","557","209","0","104","0.997100321349669","0.978063008246089","0.61233780464247","0.96039603960396","0.932692307692308","0.946341463414634","762","4","7","97","traffic_ground_truth_ip_window","warmup_normal_baseline","184"
"mostly-normal","5","1025","isolation_forest_tuned","0.30952380952381","1","0.472727272727273","0.733333333333333","534","232","0","104","0.976137276561559","0.724224932418915","0.100391907987025","0.697986577181208","1","0.822134387351779","721","45","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","184"
"mostly-normal","5","1025","ensemble_majority_vote","0.308605341246291","1","0.471655328798186","0.732183908045977","533","233","0","104","0.99902088772846","0.991511038910948","2.7322062950132","0.945454545454545","1","0.97196261682243","760","6","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","184"
"mostly-normal","5","1025","isolation_forest","0.300578034682081","1","0.462222222222222","0.72183908045977","524","242","0","104","0.97823358104037","0.741136630112883","0.1337109707554","0.841121495327103","0.865384615384615","0.853080568720379","749","17","14","90","traffic_ground_truth_ip_window","warmup_normal_baseline","184"
"mostly-normal","5","1025","ocsvm","0.280323450134771","1","0.437894736842105","0.693103448275862","499","267","0","104","0.99944768025708","0.995951522531193","7.88241013012555","0.945454545454545","1","0.97196261682243","760","6","0","104","traffic_ground_truth_ip_window","warmup_normal_baseline","184"
"mostly-normal","6","1026","lof","0.390804597701149","1","0.56198347107438","0.814685314685315","597","159","0","102","0.998884739080818","0.991259117661382","0.835394131371978","0.98","0.96078431372549","0.97029702970297","754","2","4","98","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","6","1026","ensemble_majority_vote","0.316770186335404","1","0.481132075471698","0.743589743589744","536","220","0","102","0.999623923643532","0.996891890095684","3.71698615818949","0.980769230769231","1","0.990291262135922","754","2","0","102","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","6","1026","isolation_forest_tuned","0.290598290598291","1","0.450331125827815","0.70979020979021","507","249","0","102","0.972390808175122","0.684552328254195","0.115293915897547","0.772727272727273","1","0.871794871794872","726","30","0","102","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","6","1026","isolation_forest","0.287323943661972","1","0.446389496717724","0.705128205128205","503","253","0","102","0.974258221807241","0.671488160952128","0.12769141064383","0.784615384615385","1","0.879310344827586","728","28","0","102","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","6","1026","ocsvm","0.262210796915167","1","0.415478615071283","0.665501165501165","469","287","0","102","1","1","10.6174979347088","1","1","1","756","0","0","102","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","7","1027","ensemble_majority_vote","0.33003300330033","1","0.496277915632754","0.761176470588235","547","203","0","100","0.999973333333333","0.999799979998","3.76242639256102","0.99009900990099","1","0.995024875621891","749","1","0","100","traffic_ground_truth_ip_window","warmup_normal_baseline","172"
"mostly-normal","7","1027","ocsvm","0.314465408805031","1","0.478468899521531","0.743529411764706","532","218","0","100","1","1","10.755445048938","1","1","1","750","0","0","100","traffic_ground_truth_ip_window","warmup_normal_baseline","172"
"mostly-normal","7","1027","isolation_forest_tuned","0.306748466257669","1","0.469483568075117","0.734117647058824","524","226","0","100","0.98256","0.782421433038257","0.124701433520054","0.831775700934579","0.89","0.859903381642512","732","18","11","89","traffic_ground_truth_ip_window","warmup_normal_baseline","172"
"mostly-normal","7","1027","lof","0.303951367781155","1","0.466200466200466","0.730588235294118","521","229","0","100","0.999533333333333","0.996723840896407","1.02191938209566","0.98989898989899","0.98","0.984924623115578","749","1","2","98","traffic_ground_truth_ip_window","warmup_normal_baseline","172"
"mostly-normal","7","1027","isolation_forest","0.3003003003003","1","0.46189376443418","0.725882352941176","517","233","0","100","0.983373333333333","0.78956509172273","0.143574984420094","0.831775700934579","0.89","0.859903381642512","732","18","11","89","traffic_ground_truth_ip_window","warmup_normal_baseline","172"
"mostly-normal","8","1028","ensemble_majority_vote","0.140350877192982","1","0.246153846153846","0.70061099796334","320","147","0","24","1","1","4.01485625393139","1","1","1","467","0","0","24","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","8","1028","lof","0.138728323699422","1","0.243654822335025","0.696537678207739","318","149","0","24","0.999821556031406","0.996730769230769","1.10554464998946","1","0.958333333333333","0.978723404255319","467","0","1","23","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","8","1028","isolation_forest_tuned","0.137142857142857","1","0.241206030150754","0.692464358452138","316","151","0","24","0.969039971448965","0.40422256765136","0.123392712626731","0.6","1","0.75","451","16","0","24","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","8","1028","isolation_forest","0.136363636363636","1","0.24","0.690427698574338","315","152","0","24","0.978051391862955","0.494935125661216","0.140092093512571","0.6","1","0.75","451","16","0","24","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","8","1028","ocsvm","0.123711340206186","1","0.220183486238532","0.653767820773931","297","170","0","24","1","1","11.1724102941803","1","1","1","467","0","0","24","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","9","1029","ocsvm","0.374545454545455","1","0.544973544973545","0.800695249130939","588","172","0","103","0.99952733776188","0.99595605116845","9.48374741514944","0.980952380952381","1","0.990384615384615","758","2","0","103","traffic_ground_truth_ip_window","warmup_normal_baseline","183"
"mostly-normal","9","1029","lof","0.338815789473684","1","0.506142506142506","0.767091541135574","559","201","0","103","0.999425140521206","0.995743000637974","0.541781527195125","0.944954128440367","1","0.971698113207547","754","6","0","103","traffic_ground_truth_ip_window","warmup_normal_baseline","183"
"mostly-normal","9","1029","ensemble_majority_vote","0.333333333333333","1","0.5","0.761297798377752","554","206","0","103","0.999757281553398","0.998126448142107","3.39054033729315","0.980952380952381","1","0.990384615384615","758","2","0","103","traffic_ground_truth_ip_window","warmup_normal_baseline","183"
"mostly-normal","9","1029","isolation_forest_tuned","0.324921135646688","1","0.49047619047619","0.752027809965238","546","214","0","103","0.985884006131834","0.805649037250347","0.1343835424127","0.865546218487395","1","0.927927927927928","744","16","0","103","traffic_ground_truth_ip_window","warmup_normal_baseline","183"
"mostly-normal","9","1029","isolation_forest","0.31306990881459","1","0.476851851851852","0.738122827346466","534","226","0","103","0.984044455799693","0.794605026778441","0.136187938418425","0.817460317460317","1","0.899563318777293","737","23","0","103","traffic_ground_truth_ip_window","warmup_normal_baseline","183"
"mostly-normal","10","1030","ocsvm","0.306501547987616","1","0.469194312796209","0.737089201877934","529","224","0","99","0.999919513863737","0.999374766703994","10.8045069662228","0.99","1","0.994974874371859","752","1","0","99","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","10","1030","ensemble_majority_vote","0.299093655589124","1","0.46046511627907","0.727699530516432","521","232","0","99","0.999839027727474","0.99876231044157","3.84201098543648","0.98019801980198","1","0.99","751","2","0","99","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","10","1030","lof","0.275","1","0.431372549019608","0.693661971830986","492","261","0","99","0.999490254470334","0.996078951840127","0.594269882384033","0.951923076923077","1","0.975369458128079","748","5","0","99","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","10","1030","isolation_forest_tuned","0.273480662983425","1","0.429501084598698","0.69131455399061","490","263","0","99","0.993252578909949","0.860734543427401","0.125147368744634","0.922330097087379","0.95959595959596","0.940594059405941","745","8","4","95","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
"mostly-normal","10","1030","isolation_forest","0.269021739130435","1","0.423982869379015","0.684272300469484","484","269","0","99","0.992581861107758","0.851742460804853","0.127256107702612","0.907407407407407","0.98989898989899","0.946859903381642","743","10","1","98","traffic_ground_truth_ip_window","warmup_normal_baseline","185"
