model,precision,recall,f1,accuracy,true_negatives,false_positives,false_negatives,true_positives,roc_auc,pr_auc,best_threshold,best_precision,best_recall,best_f1,best_true_negatives,best_false_positives,best_false_negatives,best_true_positives,label_source,evaluation_mode,train_samples
lof,0.6598984771573604,1.0,0.7951070336391437,0.8527472527472527,516,134,0,260,0.9969644970414201,0.9932834347317122,0.7472757186877172,0.9879032258064516,0.9423076923076923,0.9645669291338581,647,3,15,245,traffic_ground_truth_ip_window,warmup_normal_baseline,156
ocsvm,0.5316973415132924,1.0,0.6942590120160214,0.7483516483516484,421,229,0,260,0.9995088757396449,0.998797618818467,8.089195087196412,0.9884615384615385,0.9884615384615385,0.9884615384615385,647,3,3,257,traffic_ground_truth_ip_window,warmup_normal_baseline,156
isolation_forest,0.20842572062084258,0.36153846153846153,0.26441631504922647,0.42527472527472526,293,357,166,94,0.44571597633136095,0.23766446826908982,-0.028774235676251647,0.37681159420289856,1.0,0.5473684210526316,220,430,0,260,traffic_ground_truth_ip_window,warmup_normal_baseline,156
