model,precision,recall,f1,accuracy,true_negatives,false_positives,false_negatives,true_positives,roc_auc,pr_auc,best_threshold,best_precision,best_recall,best_f1,best_true_negatives,best_false_positives,best_false_negatives,best_true_positives,label_source,evaluation_mode,train_samples
ensemble_majority_vote,0.5017921146953405,1.0,0.6682577565632458,0.6737089201877934,147,139,0,140,0.999025974025974,0.9980391334288792,1.3963450668732111,0.9857142857142858,0.9857142857142858,0.9857142857142858,284,2,2,138,traffic_ground_truth_ip_window,warmup_normal_baseline,52
ocsvm,0.49645390070921985,1.0,0.6635071090047393,0.6666666666666666,144,142,0,140,0.9978021978021978,0.9953225479942285,3.6643251903845027,0.965034965034965,0.9857142857142858,0.9752650176678446,281,5,2,138,traffic_ground_truth_ip_window,warmup_normal_baseline,52
lof,0.4861111111111111,1.0,0.6542056074766355,0.6525821596244131,138,148,0,140,0.998951048951049,0.997864868464625,0.504987058516833,0.9655172413793104,1.0,0.9824561403508771,281,5,0,140,traffic_ground_truth_ip_window,warmup_normal_baseline,52
rule_based_baseline,0.45454545454545453,1.0,0.625,0.6056338028169014,118,168,0,140,0.9792332667332668,0.970330064457128,3.6666666666666665,0.976,0.8714285714285714,0.920754716981132,283,3,18,122,traffic_ground_truth_ip_window,rule_based_baseline,0
isolation_forest_tuned,0.34841628959276016,0.55,0.4265927977839335,0.5140845070422535,142,144,63,77,0.49388111888111885,0.2932847298866793,-0.025295336189306683,0.41379310344827586,0.9428571428571428,0.5751633986928104,99,187,8,132,traffic_ground_truth_ip_window,warmup_normal_baseline,52
isolation_forest,0.22702702702702704,0.3,0.25846153846153846,0.43427230046948356,143,143,98,42,0.5021728271728272,0.2950793246358515,-0.028151180694433175,0.43243243243243246,0.9142857142857143,0.5871559633027523,118,168,12,128,traffic_ground_truth_ip_window,warmup_normal_baseline,52
