model,precision,recall,f1,accuracy,true_negatives,false_positives,false_negatives,true_positives,roc_auc,pr_auc,best_threshold,best_precision,best_recall,best_f1,best_true_negatives,best_false_positives,best_false_negatives,best_true_positives,label_source,evaluation_mode,train_samples
lof,0.5603448275862069,1.0,0.7182320441988951,0.7758241758241758,446,204,0,260,0.9961183431952662,0.9930966094016377,0.3837924358492122,0.984375,0.9692307692307692,0.9767441860465116,646,4,8,252,traffic_ground_truth_ip_window,warmup_normal_baseline,156
ocsvm,0.5098039215686274,1.0,0.6753246753246753,0.7252747252747253,400,250,0,260,0.9995207100591716,0.9988558035981434,8.241381221184216,0.99609375,0.9807692307692307,0.9883720930232558,649,1,5,255,traffic_ground_truth_ip_window,warmup_normal_baseline,156
isolation_forest,0.21342925659472423,0.3423076923076923,0.26292466765140327,0.45164835164835165,322,328,171,89,0.4703195266272189,0.2443756511948738,-0.026398633649583392,0.38291605301914583,1.0,0.5537806176783813,231,419,0,260,traffic_ground_truth_ip_window,warmup_normal_baseline,156
