model,precision,recall,f1,accuracy,true_negatives,false_positives,false_negatives,true_positives,roc_auc,pr_auc,best_threshold,best_precision,best_recall,best_f1,best_true_negatives,best_false_positives,best_false_negatives,best_true_positives,label_source,evaluation_mode,train_samples
lof,0.4506065857885615,1.0,0.6212664277180406,0.6516483516483517,333,317,0,260,0.9990000000000001,0.9975654290145292,0.4191163620856453,0.9592592592592593,0.9961538461538462,0.9773584905660377,639,11,1,259,traffic_ground_truth_ip_window,warmup_normal_baseline,156
ocsvm,0.41467304625199364,1.0,0.5862457722660653,0.5967032967032967,283,367,0,260,0.9999763313609469,0.9999410546808141,7.6476373510323565,0.9923664122137404,1.0,0.9961685823754789,648,2,0,260,traffic_ground_truth_ip_window,warmup_normal_baseline,156
isolation_forest,0.28598130841121494,0.5884615384615385,0.3849056603773585,0.46263736263736266,268,382,107,153,0.4562366863905325,0.2429337897241972,-0.011341539423792346,0.39039039039039036,1.0,0.5615550755939525,244,406,0,260,traffic_ground_truth_ip_window,warmup_normal_baseline,156
