model,precision,recall,f1,accuracy,true_negatives,false_positives,false_negatives,true_positives,roc_auc,pr_auc,best_threshold,best_precision,best_recall,best_f1,best_true_negatives,best_false_positives,best_false_negatives,best_true_positives,label_source,evaluation_mode,train_samples
lof,0.2671232876712329,1.0,0.42162162162162165,0.4683229813664596,221,428,0,156,0.9962071826478606,0.9920809359340902,2.83486393750141,1.0,0.9807692307692307,0.9902912621359222,649,0,3,153,traffic_ground_truth_ip_window,warmup_normal_baseline,156
isolation_forest,0.2604340567612688,1.0,0.41324503311258276,0.4496894409937888,206,443,0,156,0.5217198056181107,0.16817019259734975,0.11797837037635406,0.3304535637149028,0.9807692307692307,0.49434571890145396,339,310,3,153,traffic_ground_truth_ip_window,warmup_normal_baseline,156
ocsvm,0.259567387687188,1.0,0.41215323645970936,0.4472049689440994,204,445,0,156,0.9947947532693295,0.9883584477638612,10.13117603002915,1.0,0.9423076923076923,0.9702970297029703,649,0,9,147,traffic_ground_truth_ip_window,warmup_normal_baseline,156
