model,point_index,recall,precision,pr_auc
isolation_forest,0,1.0,0.24574669187145556,0.9991835224299612
isolation_forest,1,1.0,0.2495201535508637,0.9991835224299612
isolation_forest,2,1.0,0.25096525096525096,0.9991835224299612
isolation_forest,3,1.0,0.25390625,0.9991835224299612
isolation_forest,4,1.0,0.25691699604743085,0.9991835224299612
isolation_forest,5,1.0,0.26104417670682734,0.9991835224299612
isolation_forest,6,1.0,0.26262626262626265,0.9991835224299612
isolation_forest,7,1.0,0.26639344262295084,0.9991835224299612
isolation_forest,8,1.0,0.2674897119341564,0.9991835224299612
isolation_forest,9,1.0,0.26804123711340205,0.9991835224299612
isolation_forest,10,1.0,0.2697095435684647,0.9991835224299612
isolation_forest,11,1.0,0.2719665271966527,0.9991835224299612
isolation_forest,12,1.0,0.27253668763102723,0.9991835224299612
isolation_forest,13,1.0,0.27310924369747897,0.9991835224299612
isolation_forest,14,1.0,0.2748414376321353,0.9991835224299612
isolation_forest,15,1.0,0.2760084925690021,0.9991835224299612
isolation_forest,16,1.0,0.2771855010660981,0.9991835224299612
isolation_forest,17,1.0,0.27896995708154504,0.9991835224299612
isolation_forest,18,1.0,0.2801724137931034,0.9991835224299612
isolation_forest,19,1.0,0.28077753779697623,0.9991835224299612
isolation_forest,20,1.0,0.28199566160520606,0.9991835224299612
isolation_forest,21,1.0,0.2826086956521739,0.9991835224299612
isolation_forest,22,1.0,0.2838427947598253,0.9991835224299612
isolation_forest,23,1.0,0.2857142857142857,0.9991835224299612
isolation_forest,24,1.0,0.28824833702882485,0.9991835224299612
isolation_forest,25,1.0,0.28888888888888886,0.9991835224299612
isolation_forest,26,1.0,0.29017857142857145,0.9991835224299612
isolation_forest,27,1.0,0.29082774049217003,0.9991835224299612
isolation_forest,28,1.0,0.2914798206278027,0.9991835224299612
isolation_forest,29,1.0,0.29213483146067415,0.9991835224299612
isolation_forest,30,1.0,0.2927927927927928,0.9991835224299612
isolation_forest,31,1.0,0.29345372460496616,0.9991835224299612
isolation_forest,32,1.0,0.29411764705882354,0.9991835224299612
isolation_forest,33,1.0,0.29545454545454547,0.9991835224299612
isolation_forest,34,1.0,0.296127562642369,0.9991835224299612
isolation_forest,35,1.0,0.2981651376146789,0.9991835224299612
isolation_forest,36,1.0,0.2988505747126437,0.9991835224299612
isolation_forest,37,1.0,0.2995391705069124,0.9991835224299612
isolation_forest,38,1.0,0.3002309468822171,0.9991835224299612
isolation_forest,39,1.0,0.30162412993039445,0.9991835224299612
isolation_forest,40,1.0,0.3023255813953488,0.9991835224299612
isolation_forest,41,1.0,0.30303030303030304,0.9991835224299612
isolation_forest,42,1.0,0.3044496487119438,0.9991835224299612
isolation_forest,43,1.0,0.30660377358490565,0.9991835224299612
isolation_forest,44,1.0,0.3073286052009456,0.9991835224299612
isolation_forest,45,1.0,0.3087885985748218,0.9991835224299612
isolation_forest,46,1.0,0.3117505995203837,0.9991835224299612
isolation_forest,47,1.0,0.3132530120481928,0.9991835224299612
isolation_forest,48,1.0,0.3140096618357488,0.9991835224299612
isolation_forest,49,1.0,0.31476997578692495,0.9991835224299612
isolation_forest,50,1.0,0.31630170316301703,0.9991835224299612
isolation_forest,51,1.0,0.3170731707317073,0.9991835224299612
isolation_forest,52,1.0,0.31784841075794623,0.9991835224299612
isolation_forest,53,1.0,0.31862745098039214,0.9991835224299612
isolation_forest,54,1.0,0.32019704433497537,0.9991835224299612
isolation_forest,55,1.0,0.3217821782178218,0.9991835224299612
isolation_forest,56,1.0,0.3225806451612903,0.9991835224299612
isolation_forest,57,1.0,0.34210526315789475,0.9991835224299612
isolation_forest,58,1.0,0.34300791556728233,0.9991835224299612
isolation_forest,59,1.0,0.3439153439153439,0.9991835224299612
isolation_forest,60,1.0,0.3466666666666667,0.9991835224299612
isolation_forest,61,1.0,0.3485254691689008,0.9991835224299612
