model,precision,recall,f1,accuracy,true_negatives,false_positives,false_negatives,true_positives,roc_auc,pr_auc,best_threshold,best_precision,best_recall,best_f1,best_true_negatives,best_false_positives,best_false_negatives,best_true_positives,label_source,evaluation_mode,train_samples
ocsvm,0.329073482428115,1.0,0.4951923076923077,0.7569444444444444,551,210,0,103,1.0,1.0,12.846254546172382,1.0,1.0,1.0,761,0,0,103,traffic_ground_truth_ip_window,warmup_normal_baseline,182
lof,0.3198757763975155,1.0,0.48470588235294115,0.7465277777777778,542,219,0,103,0.999961726394754,0.9997239159448356,1.081115925347105,1.0,0.9902912621359223,0.9951219512195122,761,0,1,102,traffic_ground_truth_ip_window,warmup_normal_baseline,182
isolation_forest,0.30116959064327486,1.0,0.46292134831460674,0.7233796296296297,522,239,0,103,0.999298317237156,0.9926796554995128,0.2448074674790099,0.9903846153846154,1.0,0.9951690821256038,760,1,0,103,traffic_ground_truth_ip_window,warmup_normal_baseline,182
